  0.0000,   1.8557
  0.0100,   2.1612
  0.0200,   1.5911
  0.0300,   1.7980
  0.0400,   2.4575
  0.0500,   2.3369
  0.0600,   1.9419
  0.0700,   2.7135
  0.0800,   2.3071
  0.0900,   2.4912
  0.1000,   2.5185
  0.1100,   2.1744
  0.1200,   2.1011
  0.1300,   2.5844
  0.1400,   2.1401
  0.1500,   2.6408
  0.1600,   2.7985
  0.1700,   2.9022
  0.1800,   2.3411
  0.1900,   3.0135
  0.2000,   2.5828
  0.2100,   2.9919
  0.2200,   3.0285
  0.2300,   3.1333
  0.2400,   2.6390
  0.2500,   3.1829
  0.2600,   2.9921
  0.2700,   3.0291
  0.2800,   3.0086
  0.2900,   3.1462
  0.3000,   3.0421
  0.3100,   3.1024
  0.3200,   3.1138
  0.3300,   3.1980
  0.3400,   3.1998
  0.3500,   3.1111
  0.3600,   3.1137
  0.3700,   3.1826
  0.3800,   3.1512
  0.3900,   3.0631
  0.4000,   3.1932
  0.4100,   3.1767
  0.4200,   2.9851
  0.4300,   3.1807
  0.4400,   3.1995
  0.4500,   3.1653
  0.4600,   3.0889
  0.4700,   2.8382
  0.4800,   3.1850
  0.4900,   2.6992
  0.5000,   3.0765
  0.5100,   2.7917
  0.5200,   2.9678
  0.5300,   3.0641
  0.5400,   2.9747
  0.5500,   2.6971
  0.5600,   2.4447
  0.5700,   2.4272
  0.5800,   3.0569
  0.5900,   3.0411
  0.6000,   2.2793
  0.6100,   2.5039
  0.6200,   3.0125
  0.6300,   2.5731
  0.6400,   2.0795
  0.6500,   2.6099
  0.6600,   2.6626
  0.6700,   2.6786
  0.6800,   2.6699
  0.6900,   2.4351
  0.7000,   2.1373
  0.7100,   2.4664
  0.7200,   2.0039
  0.7300,   1.7372
  0.7400,   2.5089
  0.7500,   1.7273
  0.7600,   1.7728
  0.7700,   1.9299
  0.7800,   1.3640
  0.7900,   2.2806
  0.8000,   1.6356
  0.8100,   2.0181
  0.8200,   2.2083
  0.8300,   1.5162
  0.8400,   1.2095
  0.8500,   1.4504
  0.8600,   1.1386
  0.8700,   1.7527
  0.8800,   1.2588
  0.8900,   1.6910
  0.9000,   1.5130
  0.9100,   1.7749
  0.9200,   1.0500
  0.9300,   0.8789
  0.9400,   0.9622
  0.9500,   0.9336
  0.9600,   1.0440
  0.9700,   1.2236
  0.9800,   1.2194
  0.9900,   1.1462
  1.0000,   0.8022
  1.0100,   1.1228
  1.0200,   0.8959
  1.0300,   1.0767
  1.0400,   0.9053
  1.0500,   1.0609
  1.0600,   0.8932
  1.0700,   0.8024
  1.0800,   0.8093
  1.0900,   0.8395
  1.1000,   0.8025
  1.1100,   0.8388
  1.1200,   0.8210
  1.1300,   0.9122
  1.1400,   0.8505
  1.1500,   0.8157
  1.1600,   0.8068
  1.1700,   0.8119
  1.1800,   0.8007
  1.1900,   0.8014
  1.2000,   1.1350
  1.2100,   0.8246
  1.2200,   0.8228
  1.2300,   0.8704
  1.2400,   0.8481
  1.2500,   1.1477
  1.2600,   0.9069
  1.2700,   0.8322
  1.2800,   1.1355
  1.2900,   0.9749
  1.3000,   1.0069
  1.3100,   0.8701
  1.3200,   1.5473
  1.3300,   1.1784
  1.3400,   0.9346
  1.3500,   1.7341
  1.3600,   1.1352
  1.3700,   1.4990
  1.3800,   1.5989
  1.3900,   1.1726
  1.4000,   2.0493
  1.4100,   1.7476
  1.4200,   1.6525
  1.4300,   2.0908
  1.4400,   1.7683
  1.4500,   1.2380
  1.4600,   1.7794
  1.4700,   2.2176
  1.4800,   2.1820
  1.4900,   2.0365
  1.5000,   1.4342
  1.5100,   2.3087
  1.5200,   2.0398
  1.5300,   2.3377
  1.5400,   2.4901
  1.5500,   2.5902
  1.5600,   1.7387
  1.5700,   2.6506
  1.5800,   2.4700
  1.5900,   1.9437
  1.6000,   2.2036
  1.6100,   2.1129
  1.6200,   2.6447
  1.6300,   2.6632
  1.6400,   2.1857
  1.6500,   3.0784
  1.6600,   2.4907
  1.6700,   2.6041
  1.6800,   2.6320
  1.6900,   2.3978
  1.7000,   2.9138
  1.7100,   2.7125
  1.7200,   2.8857
  1.7300,   3.1847
  1.7400,   3.1872
  1.7500,   2.7437
  1.7600,   3.1100
  1.7700,   3.0036
  1.7800,   3.1809
  1.7900,   3.1343
  1.8000,   3.0209
  1.8100,   3.1535
  1.8200,   3.1906
  1.8300,   3.1992
  1.8400,   3.0818
  1.8500,   3.0819
  1.8600,   3.1779
  1.8700,   3.1308
  1.8800,   3.1747
  1.8900,   3.1768
  1.9000,   3.1615
  1.9100,   3.1552
  1.9200,   3.0137
  1.9300,   3.1864
  1.9400,   3.1597
  1.9500,   3.1551
  1.9600,   3.1180
  1.9700,   3.1827
  1.9800,   3.1824
  1.9900,   2.7634
  2.0000,   2.7152
  2.0100,   2.9412
  2.0200,   3.0685
  2.0300,   2.8798
  2.0400,   2.7833
  2.0500,   2.5146
  2.0600,   3.1221
  2.0700,   2.7867
  2.0800,   2.8470
  2.0900,   2.6303
  2.1000,   2.6470
  2.1100,   2.9099
  2.1200,   2.9691
  2.1300,   3.0050
  2.1400,   2.9412
  2.1500,   2.6738
  2.1600,   2.1168
  2.1700,   2.5749
  2.1800,   2.2073
  2.1900,   1.7129
  2.2000,   2.0737
  2.2100,   2.1529
  2.2200,   2.4600
  2.2300,   1.8135
  2.2400,   1.5918
  2.2500,   1.5775
  2.2600,   1.8338
  2.2700,   1.7165
  2.2800,   1.3823
  2.2900,   1.8793
  2.3000,   2.0010
  2.3100,   1.5513
  2.3200,   1.8938
  2.3300,   1.4703
  2.3400,   2.0905
  2.3500,   1.0500
  2.3600,   1.7999
  2.3700,   1.3125
  2.3800,   1.5414
  2.3900,   1.1357
  2.4000,   1.8132
  2.4100,   1.7182
  2.4200,   0.9101
  2.4300,   1.5978
  2.4400,   1.2947
  2.4500,   1.0875
  2.4600,   1.2966
  2.4700,   1.0139
  2.4800,   0.8634
  2.4900,   0.9730
  2.5000,   0.8050
  2.5100,   1.1942
  2.5200,   0.9604
  2.5300,   1.0217
  2.5400,   0.8397
  2.5500,   1.1450
  2.5600,   1.0889
  2.5700,   0.8983
  2.5800,   1.0029
  2.5900,   0.9337
  2.6000,   0.8326
  2.6100,   0.9605
  2.6200,   0.8212
  2.6300,   0.8158
  2.6400,   0.8413
  2.6500,   0.8660
  2.6600,   0.8017
  2.6700,   0.8138
  2.6800,   0.8027
  2.6900,   1.0388
  2.7000,   0.9005
  2.7100,   0.8088
  2.7200,   1.1617
  2.7300,   0.8914
  2.7400,   0.8009
  2.7500,   0.8101
  2.7600,   1.4175
  2.7700,   1.3253
  2.7800,   1.1339
  2.7900,   0.8284
  2.8000,   0.9805
  2.8100,   1.1128
  2.8200,   0.9023
  2.8300,   1.2823
  2.8400,   1.1030
  2.8500,   1.2475
  2.8600,   1.4157
  2.8700,   1.0103
  2.8800,   1.0272
  2.8900,   1.2644
  2.9000,   1.5358
  2.9100,   1.6281
  2.9200,   1.3288
  2.9300,   2.1431
  2.9400,   2.0892
  2.9500,   1.6858
  2.9600,   2.3712
  2.9700,   1.9431
  2.9800,   1.5893
  2.9900,   2.3186
  3.0000,   1.9416
  3.0100,   1.7520
  3.0200,   2.6162
  3.0300,   1.7245
  3.0400,   2.2150
  3.0500,   2.7558
  3.0600,   2.4669
  3.0700,   2.4760
  3.0800,   2.3601
  3.0900,   2.5271
  3.1000,   2.8857
  3.1100,   2.3968
  3.1200,   2.2752
  3.1300,   2.5414
  3.1400,   2.4228
  3.1500,   2.6505
  3.1600,   2.8589
  3.1700,   2.8151
  3.1800,   2.7161
  3.1900,   3.1046
  3.2000,   2.7148
  3.2100,   2.8437
  3.2200,   2.9685
  3.2300,   2.6017
  3.2400,   2.8062
  3.2500,   2.7411
  3.2600,   2.7619
  3.2700,   3.1985
  3.2800,   2.7788
  3.2900,   3.1998
  3.3000,   3.1439
  3.3100,   2.9491
  3.3200,   3.1656
  3.3300,   3.1952
  3.3400,   3.0190
  3.3500,   3.1173
  3.3600,   3.1951
  3.3700,   3.1979
  3.3800,   3.1123
  3.3900,   3.1818
  3.4000,   3.0914
  3.4100,   3.1996
  3.4200,   2.9698
  3.4300,   3.1996
  3.4400,   2.8947
  3.4500,   3.1372
  3.4600,   3.0954
  3.4700,   2.7538
  3.4800,   2.9094
  3.4900,   3.1480
  3.5000,   3.1960
  3.5100,   3.1928
  3.5200,   2.7267
  3.5300,   3.0159
  3.5400,   3.0068
  3.5500,   2.8730
  3.5600,   2.4714
  3.5700,   2.9000
  3.5800,   2.6852
  3.5900,   3.0557
  3.6000,   2.8544
  3.6100,   2.9702
  3.6200,   2.8605
  3.6300,   2.7008
  3.6400,   2.7643
  3.6500,   2.7761
  3.6600,   2.2890
  3.6700,   2.0425
  3.6800,   2.6623
  3.6900,   1.8267
  3.7000,   1.9565
  3.7100,   2.1569
  3.7200,   1.5950
  3.7300,   2.0227
  3.7400,   2.3823
  3.7500,   1.5798
  3.7600,   1.5284
  3.7700,   2.1233
  3.7800,   2.0568
  3.7900,   1.4167
  3.8000,   1.7593
  3.8100,   2.2346
  3.8200,   1.3512
  3.8300,   1.6894
  3.8400,   1.8124
  3.8500,   1.7003
  3.8600,   1.6138
  3.8700,   1.1413
  3.8800,   1.9002
  3.8900,   1.1283
  3.9000,   0.9896
  3.9100,   1.4715
  3.9200,   1.0836
  3.9300,   1.4396
  3.9400,   1.0469
  3.9500,   1.5185
  3.9600,   0.8301
  3.9700,   0.9703
  3.9800,   1.1007
  3.9900,   1.3873
  4.0000,   0.8165
  4.0100,   0.8848
